,Year,Month,State,Location,Food,Ingredient,Species,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
17737,2014,June,Arizona,Restaurant,,,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,2,0.0,0.0
17739,2014,June,Arkansas,Restaurant,"Refried Beans, Unspecified",,Clostridium perfringens,,Suspected,9,0.0,0.0
17740,2014,June,California,Restaurant,"Pizza, Pepperoni (Source Unknown)",,Norovirus unknown,,Suspected,9,0.0,0.0
17741,2014,June,California,Catering Service,Lettuce (Source Unknown),Lettuce,Norovirus unknown,,Confirmed,23,0.0,0.0
17742,2014,June,California,Restaurant,,,,,,3,0.0,0.0
17743,2014,June,California,Private Home/Residence,,,Norovirus unknown,,Suspected,5,0.0,0.0
17744,2014,June,California,Catering Service,Onions,Onion,Norovirus unknown,,Confirmed,23,0.0,0.0
17745,2014,June,California,Restaurant,,,Norovirus unknown,,Suspected,15,0.0,0.0
17746,2014,June,California,Restaurant,,,,,,6,0.0,0.0
17747,2014,June,California,Prison/Jail,"Spread/Filling, Other",,Norovirus unknown,,Suspected,25,0.0,0.0
17748,2014,June,California,,,,,,,11,0.0,0.0
17749,2014,June,California,Banquet Facility,"Salmon, Unspecified; Spices","Fish, Salmon; Pepper, Ground",Norovirus unknown,,Confirmed,18,0.0,0.0
17750,2014,June,California,Restaurant,"Sushi, Unspecified","Fish, Tuna",Scombroid toxin,,Confirmed,3,0.0,0.0
17751,2014,June,California,Private Home/Residence,Potato Salad,,Bacterium,,Suspected,4,0.0,0.0
17752,2014,June,Colorado,Restaurant,,,,,,2,0.0,0.0
17753,2014,June,Colorado,Nursing Home/Assisted Living Facility,,,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,6,0.0,0.0
17754,2014,June,Colorado,Restaurant,,,,,,5,0.0,0.0
17755,2014,June,Colorado,Nursing Home/Assisted Living Facility,,,Bacterium,,Suspected,6,0.0,0.0
17756,2014,June,Colorado,Restaurant,,,Bacterium,,Suspected,3,0.0,0.0
17757,2014,June,Connecticut,Restaurant,Mango Batido,,Salmonella enterica,,Confirmed,4,1.0,0.0
17758,2014,June,Florida,Restaurant,"Fish, Amberjack","Fish, Amberjack",Ciguatoxin,,Confirmed,5,0.0,0.0
17759,2014,June,Florida,Restaurant,"Lettuce, Unspecified; Guacamole, Unspecified",,Norovirus genogroup II,,Confirmed,8,0.0,0.0
17760,2014,June,Florida,Prison/Jail,Chicken,Chicken,Salmonella enterica,Enteritidis,Confirmed,4,4.0,0.0
17761,2014,June,Florida,,Chicken Suiza,Chicken,Bacillus cereus,,Suspected,20,0.0,0.0
17762,2014,June,Florida,Restaurant,,,,,,2,0.0,0.0
17763,2014,June,Florida,Restaurant,,,Norovirus unknown,,Suspected,7,0.0,0.0
17764,2014,June,Florida,Restaurant,,,Campylobacter,,Suspected,4,1.0,0.0
17765,2014,June,Florida,Restaurant,,,Norovirus,,Suspected,6,0.0,0.0
17766,2014,June,Florida,Fast Food Restaurant,,,,,,4,0.0,0.0
17767,2014,June,Georgia,Catering Service,,,Norovirus genogroup II,Unknown,Suspected,5,0.0,0.0
17768,2014,June,Georgia,Private Home/Residence,Egg Salad/Egg Salad Sandwich,,Salmonella enterica,Javiana,Confirmed,10,3.0,0.0
17769,2014,June,Illinois,Private Home/Residence,,,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,11,1.0,0.0
17770,2014,June,Illinois,Restaurant,,,Norovirus unknown,,Suspected,7,0.0,0.0
17771,2014,June,Illinois,Restaurant,"Chicken; Salad, Unspecified",,Salmonella enterica,Typhimurium,Confirmed,9,0.0,0.0
17772,2014,June,Illinois,Restaurant; Grocery Store,,,Salmonella enterica,Ohio,Confirmed,4,0.0,0.0
17773,2014,June,Indiana,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,22,2.0,0.0
17775,2014,June,Kentucky,Restaurant,"Chicken, Fried; Dressing; Ham; Turkey; Bread, Crumbs",Chicken; Ham; Turkey,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,19,3.0,0.0
17776,2014,June,Louisiana,,,,Salmonella enterica,Urbana,Confirmed,3,2.0,0.0
17777,2014,June,Maryland,Restaurant,"Pork, Bbq",,Clostridium perfringens,,Suspected,8,0.0,0.0
17778,2014,June,Maryland,Banquet Facility,,,,,,8,0.0,0.0
17780,2014,June,Maryland,Restaurant,,,,,,3,0.0,0.0
17781,2014,June,Massachusetts,Restaurant,,,Salmonella enterica,Oranienburg,Confirmed,6,1.0,0.0
17782,2014,June,Massachusetts,Private Home/Residence,Ground Beef,Ground Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,4,2.0,1.0
17783,2014,June,Massachusetts,Fast Food Restaurant,Salads,,Norovirus genogroup I,,Confirmed,8,0.0,0.0
17784,2014,June,Michigan,Fast Food Restaurant; Catering Service,"Sandwich, Submarine",,Sapovirus,,Confirmed,21,0.0,0.0
17785,2014,June,Michigan,Restaurant; Restaurant; Banquet Facility,,,Cyclospora,,Confirmed,14,1.0,0.0
17786,2014,June,Minnesota,Private Home/Residence,"Fish, Puffer Unspecified","Fish, Puffer Unspecified",Chemical or toxin,,Confirmed,2,0.0,0.0
17787,2014,June,Minnesota,Catering Service,Ice,,Norovirus genogroup II,,Suspected,14,0.0,0.0
17788,2014,June,Minnesota,Restaurant,Cabbage,Cabbage,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,15,4.0,0.0
17789,2014,June,Missouri,Fast Food Restaurant; Restaurant; Office/Indoor Workplace,,,Salmonella enterica,Enteritidis,Confirmed,3,0.0,0.0
17790,2014,June,Montana,,"Milk, Unpasteurized",,Salmonella enterica,Typhimurium,Confirmed,7,3.0,0.0
17791,2014,June,Multistate,Private Home/Residence,"Peaches, Unspecified; Nectarine",Peaches,Listeria monocytogenes,,Confirmed,2,2.0,1.0
17792,2014,June,Multistate,,Pre-Packaged Salad,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,16,13.0,0.0
17793,2014,June,Multistate,Restaurant; Unknown,Mung Bean Sprouts,,Listeria monocytogenes,,Confirmed,5,3.0,2.0
17794,2014,June,Multistate,Restaurant,Cabbage,,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,16,2.0,0.0
17795,2014,June,Multistate,,"Peppers, Mini",,Salmonella enterica,Paratyphi B,Confirmed,21,5.0,0.0
17796,2014,June,Multistate,Farm/Dairy,Raw Milk,,Listeria monocytogenes,,Confirmed,2,2.0,1.0
17797,2014,June,Nevada,Restaurant,,,Shigella flexneri,Unknown,Suspected,13,1.0,0.0
17798,2014,June,New Jersey,Restaurant,"Oysters, Raw",,Norovirus,,Suspected,23,0.0,0.0
17799,2014,June,New Jersey,Restaurant,,,Campylobacter jejuni,,Confirmed,5,1.0,0.0
17800,2014,June,New York,Private Home/Residence,Swai Fish Stew,"Fish,Other",,,,3,1.0,0.0
17801,2014,June,New York,Private Home/Residence,Spaghetti Sauce W/ Peas And Meat,,Clostridium botulinum,,Confirmed,2,2.0,0.0
17802,2014,June,New York,Restaurant,"Tuna, Raw","Fish, Tuna",Scombroid toxin,,Confirmed,2,0.0,0.0
17803,2014,June,New York,Restaurant,,,Norovirus genogroup II,,Confirmed,11,0.0,0.0
17804,2014,June,New York,Restaurant,,,Listeria monocytogenes,,Confirmed,2,2.0,0.0
17805,2014,June,New York,Restaurant,"Oysters, Raw",Oysters,Vibrio parahaemolyticus,,Confirmed,5,1.0,0.0
17806,2014,June,North Dakota,Private Home/Residence,"Pork, Roasted",,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,20,2.0,0.0
17807,2014,June,Ohio,Banquet Facility,Shredded Chicken,,Clostridium perfringens,,Confirmed,8,0.0,0.0
17808,2014,June,Ohio,Restaurant,,,Norovirus,,Suspected,5,0.0,0.0
17809,2014,June,Ohio,Private Home/Residence,"Pork, Roasted",Pork,Salmonella enterica; Salmonella enterica,"I 4,[5],12:i:-; I 4,[5],12:i:-",Confirmed; Suspected,18,2.0,0.0
17810,2014,June,Ohio,Private Home/Residence,Strawberries,,Cryptosporidium unknown,,Suspected,6,1.0,0.0
17811,2014,June,Oregon,Restaurant; Fair/Festival,Oysters,Oysters,Vibrio parahaemolyticus,,Confirmed,2,0.0,0.0
17812,2014,June,Pennsylvania,Private Home/Residence; Grocery Store,"Chicken, Fried; Pasta Salad",,Norovirus unknown,,Confirmed,15,0.0,0.0
17814,2014,June,South Carolina,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,4,2.0,0.0
17815,2014,June,South Carolina,Restaurant,,,Salmonella enterica,Singapore,Confirmed,3,1.0,0.0
17816,2014,June,Tennessee,Restaurant,,,Bacillus cereus,,Suspected,5,1.0,0.0
17817,2014,June,Texas,Restaurant,"Shrimp, Raw; Pork; Eggs, Other",Shrimp; Pork; Egg,,,,2,0.0,0.0
17818,2014,June,Texas,Restaurant,,,Cyclospora cayatenensis,,Confirmed,2,0.0,0.0
17819,2014,June,Texas,Private Home/Residence,,,Campylobacter,,Suspected,6,0.0,0.0
17821,2014,June,Utah,Restaurant,,,Norovirus,,Suspected,8,0.0,0.0
17823,2014,June,Virginia,Restaurant; Private Home/Residence,Sprouts,Sprouts,Listeria monocytogenes,,Confirmed,2,2.0,0.0
17825,2014,June,Washington,Restaurant,,,,,,2,0.0,0.0
17827,2014,June,Washington,Restaurant,"Ground Beef, Unspecified",,Clostridium perfringens,,Suspected,2,0.0,0.0
17829,2014,June,Wisconsin,Catering Service,Fruit Platter,Blueberries; Cantaloupe; Honeydew Melon; Strawberries,Norovirus genogroup II,,Confirmed,21,0.0,0.0
17830,2014,July,Alaska,Camp,Black Bear Meat,,Trichinella spiralis,,Confirmed,4,0.0,0.0
17831,2014,July,Arizona,Unknown,,,Salmonella enterica,Agona,Confirmed,3,1.0,0.0
17832,2014,July,California,Restaurant,,,Chemical or toxin,,Suspected,3,0.0,0.0
17833,2014,July,California,Restaurant; Catering Service,Chicken,,Norovirus unknown,,Confirmed,17,0.0,1.0
17834,2014,July,California,Fast Food Restaurant,,,Chemical or toxin,,Suspected,2,0.0,0.0
17835,2014,July,California,Restaurant,,,,,,2,0.0,0.0
17837,2014,July,Connecticut,Camp,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,25,0.0,0.0
17838,2014,July,Connecticut,Restaurant,"Scallops, Fried; Shrimp, Fried",Scallops; Shrimp,Unknown,,Confirmed,2,2.0,0.0
17840,2014,July,Florida,Restaurant,,,Staphylococcus aureus,,Suspected,2,0.0,0.0
17841,2014,July,Florida,Restaurant,"Fish, Amberjack","Fish, Amberjack",Ciguatoxin,,Confirmed,2,0.0,0.0
17842,2014,July,Florida,Restaurant,"Steak (Beef Taco), Cilantro,Onions",,Salmonella enterica,Braenderup,Confirmed,12,4.0,0.0
17843,2014,July,Florida,Fast Food Restaurant,Coffee,Coffee,Cleaning agents,,Suspected,2,0.0,0.0
17844,2014,July,Florida,Restaurant,,,Staphylococcus aureus,,Suspected,6,0.0,0.0
17845,2014,July,Florida,Prison/Jail,,,Salmonella enterica,Enteritidis,Suspected,10,0.0,0.0
17846,2014,July,Florida,Restaurant,Egg-In-Muffin-Style Sandwich,Egg,,,,3,0.0,0.0
17847,2014,July,Florida,Prison/Jail,,,Salmonella enterica; Salmonella enterica,Group D1; Poona,Confirmed; Suspected,16,3.0,0.0
17848,2014,July,Illinois,Restaurant,,,Norovirus genogroup I,GI_3,Confirmed,4,0.0,0.0
17849,2014,July,Illinois,,"Pork, Carnitas",Pork,Salmonella enterica,Braenderup,Confirmed,8,2.0,0.0
17850,2014,July,Illinois,Fast Food Restaurant,,,Norovirus genogroup II; Salmonella enterica,,Confirmed; Suspected,4,1.0,0.0
17851,2014,July,Indiana,Restaurant,,,Norovirus genogroup I,,Confirmed,21,0.0,0.0
17852,2014,July,Louisiana,,,,Salmonella enterica,Enteritidis,Confirmed,5,2.0,0.0
17853,2014,July,Maryland,Restaurant,Broiled Salmon With Shrimp Scampi,,,,,2,0.0,0.0
17854,2014,July,Maryland,Restaurant,"Pancakes, Unspecified",,,,,4,0.0,0.0
17855,2014,July,Maryland,Restaurant,Crab,Crab,,,,6,0.0,0.0
17856,2014,July,Maryland,Restaurant,Eggs,Egg,Salmonella enterica,Enteritidis,Confirmed,18,3.0,0.0
17857,2014,July,Maryland,Fast Food Restaurant,,,,,,2,0.0,0.0
17858,2014,July,Massachusetts,Private Home/Residence,"Beef, Chili",,,,,23,0.0,0.0
17859,2014,July,Massachusetts,Hospital,,,Salmonella enterica,Norwich,Confirmed,15,3.0,0.0
17860,2014,July,Massachusetts,Fast Food Restaurant; Restaurant,Oysters,,Vibrio parahaemolyticus,,Confirmed,7,1.0,0.0
17862,2014,July,Minnesota,Fast Food Restaurant; Private Home/Residence,"Oysters, Raw","Oysters, Raw",Vibrio parahaemolyticus,,Confirmed,6,0.0,0.0
17863,2014,July,Minnesota,Grocery Store,"Oysters, Raw","Oysters, Raw",Vibrio parahaemolyticus; Vibrio other,,Confirmed; Suspected,5,0.0,0.0
17864,2014,July,Minnesota,Fast Food Restaurant,"Romaine Lettuce, Unspecified",Romaine Lettuce,Salmonella enterica,Miami,Confirmed,7,1.0,0.0
17865,2014,July,Minnesota,,"Turkey, Roasted",Turkey,Salmonella enterica,Javiana,Confirmed,20,1.0,0.0
17866,2014,July,Mississippi,,,,,,,9,0.0,0.0
17867,2014,July,Mississippi,Fast Food Restaurant,"Crawfish/Crayfish, Unspecified",Crawfish/Crayfish,Salmonella enterica,Paratyphi B,Confirmed,11,2.0,0.0
17869,2014,July,New Jersey,Private Home/Residence,Wild Mushrooms,,Mycotoxins,,Confirmed,3,0.0,0.0
17870,2014,July,New Mexico,Restaurant,,,,,,8,0.0,0.0
17871,2014,July,New York,,Raw Milk,Raw Milk,Campylobacter jejuni,,Confirmed,8,0.0,0.0
17872,2014,July,New York,Restaurant,Punch,,,,,12,0.0,0.0
17873,2014,July,New York,Restaurant,Tuna Sushi,Tuna,Scombroid toxin,,Confirmed,3,0.0,0.0
17874,2014,July,New York,Unknown,Cucumber,,Salmonella enterica,Newport,Confirmed,21,5.0,0.0
17875,2014,July,Ohio,Catering Service,,,Norovirus unknown,,Suspected,16,0.0,0.0
17876,2014,July,Ohio,Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,16,0.0,0.0
17877,2014,July,Ohio,Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,2,0.0,0.0
17878,2014,July,Ohio,Private Home/Residence,Pesto,,Clostridium botulinum,,Confirmed,2,2.0,0.0
17879,2014,July,Ohio,Private Home/Residence,"Milk, Unpasteurized",,Campylobacter unknown,,Suspected,3,0.0,0.0
17880,2014,July,Ohio,Private Home/Residence,Raw Ground Beef,,Campylobacter,,Confirmed,2,0.0,0.0
17882,2014,July,Oregon,Restaurant,,,Norovirus genogroup II,,Confirmed,13,0.0,0.0
17883,2014,July,Oregon,Restaurant,,,Campylobacter,,Confirmed,4,0.0,0.0
17884,2014,July,Oregon,Fast Food Restaurant,,,Salmonella enterica,,Confirmed,3,2.0,
17885,2014,July,Pennsylvania,Private Home/Residence; Camp,,,,,,11,0.0,0.0
17887,2014,July,Rhode Island,Fast Food Restaurant,"Chicken, Stew",,Clostridium perfringens,,Suspected,6,0.0,0.0
17888,2014,July,Rhode Island,Restaurant,"Sushi, Various Types",,Norovirus unknown,,Suspected,3,0.0,0.0
17889,2014,July,Rhode Island,Restaurant,Tuna Sushi,"Fish, Tuna",Scombroid toxin,,Confirmed,2,0.0,0.0
17890,2014,July,South Carolina,,,,Salmonella enterica,Enteritidis,Confirmed,12,1.0,0.0
17891,2014,July,South Carolina,,,,Salmonella enterica,Saintpaul,Confirmed,3,0.0,0.0
17892,2014,July,Texas,,"Gravy, Beef","Gravy, Beef",,,,3,0.0,0.0
17893,2014,July,Texas,,"Eggs, Unspecified",Egg,,,,3,0.0,0.0
17894,2014,July,Virginia,Restaurant,,,,,,15,0.0,0.0
17895,2014,July,Washington,Camp,,,Salmonella enterica,Enteritidis,Confirmed,3,0.0,0.0
17896,2014,July,Washington,Restaurant,,,Norovirus unknown,,Suspected,4,0.0,0.0
17898,2014,August,Alaska,,Fermented Fish Heads,,Clostridium botulinum,,Confirmed,3,2.0,1.0
17899,2014,August,Arizona,Restaurant,,,Shigella sonnei,subgroup D,Confirmed,2,0.0,0.0
17900,2014,August,Arizona,Unknown,,,"Escherichia coli, Shiga toxin-producing",,Confirmed,2,0.0,0.0
17901,2014,August,Arizona,Banquet Facility; Catering Service; Religious Facility,,,Salmonella enterica,Panama,Confirmed,19,3.0,0.0
17902,2014,August,California,Restaurant; Catering Service,Daal (Common Ingredients In Indian Cuisine),,Bacillus cereus,,Suspected,12,0.0,0.0
17903,2014,August,California,Restaurant,,,Shigella sonnei,,Confirmed,9,5.0,0.0
17904,2014,August,California,Restaurant,,,Campylobacter unknown,,Suspected,4,0.0,0.0
17905,2014,August,California,Restaurant,Oysters,Oysters,Vibrio parahaemolyticus,,Confirmed,2,0.0,0.0
17906,2014,August,California,Restaurant,,,Norovirus unknown,,Suspected,2,0.0,0.0
17909,2014,August,California,Restaurant,,,Bacterium,,Suspected,7,0.0,0.0
17910,2014,August,California,Restaurant,,,Salmonella enterica,Braenderup,Confirmed,10,0.0,0.0
17911,2014,August,Colorado,Fast Food Restaurant,Milkshake,,Cleaning agents,,Confirmed,5,3.0,0.0
17912,2014,August,Colorado,,Chocolate Bar,,Unknown,,Confirmed,10,2.0,0.0
17913,2014,August,Connecticut,Catering Service,Breaded Chicken Cutlets,,Bacillus cereus,,Confirmed,4,0.0,0.0
17914,2014,August,Connecticut,Restaurant,,,,,,4,0.0,0.0
17915,2014,August,Florida,Private Home/Residence,"Fish, Amberjack","Fish, Amberjack",Ciguatoxin,,Confirmed,5,4.0,0.0
17916,2014,August,Florida,,"Fish, Tuna Dishes",Tuna,Scombroid toxin,,Confirmed,2,0.0,0.0
17917,2014,August,Florida,Restaurant,Chicken Dishes,,,,,3,0.0,0.0
17919,2014,August,Florida,,"Fish, Amberjack","Fish, Amberjack",Ciguatoxin,,Confirmed,2,0.0,0.0
17920,2014,August,Florida,Restaurant,"Seafood Dish, Unspecified",,,,,4,0.0,0.0
17921,2014,August,Florida,Private Home/Residence,"Fish, Amberjack",,Ciguatoxin,,Confirmed,6,0.0,0.0
17922,2014,August,Florida,Restaurant,"Fish, Mahi Mahi","Fish, Mahi Mahi",Scombroid toxin,,Confirmed,2,0.0,0.0
17923,2014,August,Florida,Restaurant,,,Staphylococcus aureus,,Suspected,2,0.0,0.0
17924,2014,August,Florida,Restaurant,Egg Rolls,Cabbage; Carrots; Pork; Mayonnaise,Staphylococcus aureus,,Suspected,4,0.0,0.0
17925,2014,August,Florida,Private Home/Residence,"Fish, Baracuda",,Ciguatoxin,,Confirmed,4,1.0,0.0
17926,2014,August,Florida,Grocery Store,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,7,0.0,0.0
17927,2014,August,Florida,Restaurant,Seafood,"Fish, Tilapia; Lobster; Shrimp",Staphylococcus aureus,,Confirmed,2,0.0,0.0
17928,2014,August,Florida,Restaurant,,,,,,2,0.0,0.0
17929,2014,August,Idaho,,"Goat Milk, Unpasteurized","Goat Milk, Unpasteurized",Cryptosporidium parvum,IIaA16G3R1,Confirmed,6,1.0,0.0
17930,2014,August,Idaho,Restaurant,Whipped Cream; Whipped Cream,,Salmonella enterica,Enteritidis,Suspected,11,2.0,0.0
17931,2014,August,Illinois,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,10,5.0,0.0
17933,2014,August,Illinois,Restaurant,,,,,,3,0.0,0.0
17934,2014,August,Illinois,Restaurant,,,Hepatitis A,,Confirmed,12,6.0,0.0
17935,2014,August,Illinois,Child Daycare,,,Shigella sonnei,,Confirmed,23,1.0,0.0
17936,2014,August,Illinois,Restaurant,,,Salmonella enterica,,Confirmed,10,5.0,0.0
17937,2014,August,Iowa,Restaurant,,,Chemical or toxin,,Suspected,4,0.0,0.0
17939,2014,August,Iowa,Private Home/Residence,Chicken,,Campylobacter jejuni,,Confirmed,5,1.0,0.0
17941,2014,August,Maine,,,,Listeria monocytogenes,,Confirmed,2,2.0,0.0
17942,2014,August,Maryland,Restaurant,,,Salmonella enterica,Enteritidis,Suspected,5,0.0,0.0
17943,2014,August,Maryland,Private Home/Residence,,,Salmonella enterica,Typhimurium,Confirmed,3,2.0,0.0
17944,2014,August,Massachusetts,Restaurant,Chicken Liver Pate,"Liver, Chicken",Campylobacter jejuni; Salmonella enterica,Enteritidis,Confirmed; Confirmed,5,0.0,0.0
17945,2014,August,Massachusetts,,,,Campylobacter jejuni,,Confirmed,4,1.0,0.0
17946,2014,August,Michigan,Restaurant,Salad; Hummus,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,13,0.0,0.0
17947,2014,August,Michigan,Fast Food Restaurant,,,,,,3,0.0,0.0
17949,2014,August,Michigan,Banquet Facility,Coleslaw; Dips,,Bacillus cereus,,Suspected,17,0.0,0.0
17950,2014,August,Minnesota,Fast Food Restaurant,,,Norovirus genogroup II,GII_4 Sydney (2012),Confirmed,4,0.0,0.0
17951,2014,August,Minnesota,Private Home/Residence,Popcorn; Fruit Salad,,Norovirus genogroup II,Other,Suspected,10,0.0,0.0
17952,2014,August,Minnesota,Private Home/Residence,"Chicken, Kiev",Chicken,Salmonella enterica,Enteritidis,Confirmed,8,1.0,0.0
17953,2014,August,Missouri,Fast Food Restaurant; Private Home/Residence; Grocery Store,,,Salmonella enterica,Typhimurium,Confirmed,11,1.0,0.0
17955,2014,August,New Hampshire,Catering Service,"Sandwich, Wrap",,Norovirus genogroup II,,Confirmed,22,1.0,0.0
17956,2014,August,New Hampshire,Private Home/Residence,,,Salmonella enterica,Enteritidis,Confirmed,3,1.0,0.0
17957,2014,August,New Jersey,Banquet Facility,,,Norovirus genogroup II,,Suspected,16,0.0,0.0
17958,2014,August,New York,Restaurant,,,Salmonella enterica,Newport,Confirmed,4,2.0,0.0
17959,2014,August,Ohio,Restaurant; Private Home/Residence,,,Norovirus,,Suspected,20,0.0,0.0
17960,2014,August,Ohio,Restaurant,,,Norovirus genogroup II,GII_6,Confirmed,10,1.0,0.0
17961,2014,August,Ohio,Unknown,,,,,,2,0.0,0.0
17962,2014,August,Ohio,Catering Service,,,Salmonella enterica,Oranienburg,Confirmed,10,1.0,0.0
17963,2014,August,Oregon,Fast Food Restaurant,,,,,,5,,
17964,2014,August,Oregon,Fast Food Restaurant,Taco,,Campylobacter jejuni,,Confirmed,10,0.0,0.0
17966,2014,August,Texas,,"Shrimp, Unspecified; Chicken, Unspecified",Shrimp; Chicken,,,,3,0.0,0.0
17967,2014,August,Utah,Fair/Festival,"Ground Beef, Hamburger",Ground Beef,Clostridium perfringens,,Suspected,25,0.0,0.0
17968,2014,August,Utah,Private Home/Residence; Grocery Store,,,Salmonella enterica,Newport,Confirmed,8,1.0,0.0
17971,2014,August,Washington,Restaurant,"Oysters, Raw",,Norovirus genogroup II,,Suspected,2,0.0,0.0
17972,2014,August,Washington,Restaurant,"Oysters, Raw",,Vibrio parahaemolyticus,,Confirmed,2,0.0,0.0
17973,2014,August,Wisconsin,Restaurant,,,Salmonella enterica,Hvittingfoss,Confirmed,4,0.0,0.0
17974,2014,August,Wyoming,Restaurant,"Oysters, Raw",,Vibrio parahaemolyticus,,Confirmed,2,0.0,0.0
17975,2014,September,Arizona,Fair/Festival,"Apple Cider, Unpasteurized",,Campylobacter jejuni,,Confirmed,6,1.0,0.0
17976,2014,September,California,Fast Food Restaurant; Private Home/Residence,,,,,,18,0.0,0.0
17977,2014,September,California,Restaurant,,,Shigella sonnei,,Confirmed,6,3.0,0.0
17980,2014,September,Florida,Private Home/Residence,"Fish, Almaco Jack",,Ciguatoxin,,Confirmed,2,0.0,0.0
17981,2014,September,Florida,Private Home/Residence,"Fish, Amberjack",,Ciguatoxin,,Confirmed,3,1.0,0.0
17982,2014,September,Florida,Restaurant,Tajine Dishes,,Campylobacter jejuni,,Confirmed,5,0.0,0.0
17983,2014,September,Florida,Private Home/Residence,"Fish, Grouper",,Ciguatoxin,,Confirmed,2,0.0,0.0
17984,2014,September,Hawaii,,Tuna Steak,,,,,4,0.0,0.0
